genome Protein
GCF_004296475.1.gff L32
GCF_004296475.1.gff L21
GCF_004296475.1.gff L27
GCF_004296475.1.gff S15
GCF_004296475.1.gff L34

GCF_000974825.1.gff L34
GCF_000974825.1.gff L31
GCF_000974825.1.gff L11
GCF_000974825.1.gff L1
GCF_000974825.1.gff L10
GCF_000974825.1.gff L7/L12
GCF_000974825.1.gff S6
GCF_000974825.1.gff S18
GCF_000974825.1.gff L9
GCF_000974825.1.gff S20
GCF_000974825.1.gff S2
GCF_000974825.1.gff L36
GCF_000974825.1.gff L31
GCF_000974825.1.gff S1
GCF_000974825.1.gff L32
GCF_000974825.1.gff L20
GCF_000974825.1.gff L35
GCF_000974825.1.gff L25
GCF_000974825.1.gff L19
GCF_000974825.1.gff S16
GCF_000974825.1.gff S21
GCF_000974825.1.gff S15
GCF_000974825.1.gff L27
GCF_000974825.1.gff L21
GCF_000974825.1.gff S9
GCF_000974825.1.gff L13
GCF_000974825.1.gff L17
GCF_000974825.1.gff S4
GCF_000974825.1.gff S11
GCF_000974825.1.gff S13
GCF_000974825.1.gff L36
GCF_000974825.1.gff L15
GCF_000974825.1.gff L30
GCF_000974825.1.gff S5
GCF_000974825.1.gff L18
GCF_000974825.1.gff L6
GCF_000974825.1.gff S8
GCF_000974825.1.gff S14
GCF_000974825.1.gff L5
GCF_000974825.1.gff L24
GCF_000974825.1.gff L14
GCF_000974825.1.gff S17
GCF_000974825.1.gff L29
GCF_000974825.1.gff L16
GCF_000974825.1.gff S3
GCF_000974825.1.gff L22
GCF_000974825.1.gff S19
GCF_000974825.1.gff L2
GCF_000974825.1.gff L23
GCF_000974825.1.gff L4
GCF_000974825.1.gff L3
GCF_000974825.1.gff S10
GCF_000974825.1.gff S7
GCF_000974825.1.gff S12
GCF_000974825.1.gff L33
GCF_000974825.1.gff L28

GCF_000247565.1.gff L34
GCF_000247565.1.gff S12
GCF_000247565.1.gff S7
GCF_000247565.1.gff L35
GCF_000247565.1.gff L20
GCF_000247565.1.gff L32
GCF_000247565.1.gff L17
GCF_000247565.1.gff S4
GCF_000247565.1.gff S11
GCF_000247565.1.gff S13
GCF_000247565.1.gff L36
GCF_000247565.1.gff L15
GCF_000247565.1.gff L30
GCF_000247565.1.gff S5
GCF_000247565.1.gff L18
GCF_000247565.1.gff L6
GCF_000247565.1.gff S8
GCF_000247565.1.gff S14
GCF_000247565.1.gff L5
GCF_000247565.1.gff L24
GCF_000247565.1.gff L14
GCF_000247565.1.gff S17
GCF_000247565.1.gff L29
GCF_000247565.1.gff L16
GCF_000247565.1.gff S3
GCF_000247565.1.gff L22
GCF_000247565.1.gff S19
GCF_000247565.1.gff L2
GCF_000247565.1.gff L23
GCF_000247565.1.gff L4
GCF_000247565.1.gff L3
GCF_000247565.1.gff S10
GCF_000247565.1.gff L7/L12
GCF_000247565.1.gff L10
GCF_000247565.1.gff L1
GCF_000247565.1.gff L11
GCF_000247565.1.gff S1
GCF_000247565.1.gff L21
GCF_000247565.1.gff L27
GCF_000247565.1.gff S21
GCF_000247565.1.gff L33
GCF_000247565.1.gff L28
GCF_000247565.1.gff S2
GCF_000247565.1.gff S20
GCF_000247565.1.gff L31
GCF_000247565.1.gff S6
GCF_000247565.1.gff S18
GCF_000247565.1.gff L9
GCF_000247565.1.gff L19
GCF_000247565.1.gff S16
GCF_000247565.1.gff S15
GCF_000247565.1.gff L13
GCF_000247565.1.gff S9
GCF_000247565.1.gff L25

GCF_900343015.1.gff S20
GCF_900343015.1.gff L28
GCF_900343015.1.gff L33
GCF_900343015.1.gff S15
GCF_900343015.1.gff L27
GCF_900343015.1.gff L21
GCF_900343015.1.gff S21
GCF_900343015.1.gff S2
GCF_900343015.1.gff L31
GCF_900343015.1.gff L25
GCF_900343015.1.gff L35
GCF_900343015.1.gff L20
GCF_900343015.1.gff L34
GCF_900343015.1.gff S1
GCF_900343015.1.gff S16
GCF_900343015.1.gff L19
GCF_900343015.1.gff S10
GCF_900343015.1.gff L3
GCF_900343015.1.gff L4
GCF_900343015.1.gff L23
GCF_900343015.1.gff L2
GCF_900343015.1.gff S19
GCF_900343015.1.gff L22
GCF_900343015.1.gff S3
GCF_900343015.1.gff L16
GCF_900343015.1.gff L29
GCF_900343015.1.gff S17
GCF_900343015.1.gff L14
GCF_900343015.1.gff L24
GCF_900343015.1.gff L5
GCF_900343015.1.gff S14
GCF_900343015.1.gff S8
GCF_900343015.1.gff L6
GCF_900343015.1.gff L18
GCF_900343015.1.gff S5
GCF_900343015.1.gff L30
GCF_900343015.1.gff L15
GCF_900343015.1.gff L36
GCF_900343015.1.gff S13
GCF_900343015.1.gff S11
GCF_900343015.1.gff S4
GCF_900343015.1.gff L17
GCF_900343015.1.gff L9
GCF_900343015.1.gff S18
GCF_900343015.1.gff S6
GCF_900343015.1.gff L32
GCF_900343015.1.gff S12
GCF_900343015.1.gff S7
GCF_900343015.1.gff L11
GCF_900343015.1.gff L1
GCF_900343015.1.gff L10
GCF_900343015.1.gff L7/L12
GCF_900343015.1.gff S9
GCF_900343015.1.gff L13

GCF_900048045.1.gff L31
GCF_900048045.1.gff L25
GCF_900048045.1.gff S20
GCF_900048045.1.gff S15
GCF_900048045.1.gff L34
GCF_900048045.1.gff L17
GCF_900048045.1.gff S4
GCF_900048045.1.gff S11
GCF_900048045.1.gff S13
GCF_900048045.1.gff L36
GCF_900048045.1.gff L15
GCF_900048045.1.gff L30
GCF_900048045.1.gff S5
GCF_900048045.1.gff L18
GCF_900048045.1.gff L6
GCF_900048045.1.gff S8
GCF_900048045.1.gff S14
GCF_900048045.1.gff L5
GCF_900048045.1.gff L24
GCF_900048045.1.gff L14
GCF_900048045.1.gff S17
GCF_900048045.1.gff L29
GCF_900048045.1.gff L16
GCF_900048045.1.gff S3
GCF_900048045.1.gff L22
GCF_900048045.1.gff S19
GCF_900048045.1.gff L2
GCF_900048045.1.gff L23
GCF_900048045.1.gff L4
GCF_900048045.1.gff L3
GCF_900048045.1.gff S10
GCF_900048045.1.gff L7/L12
GCF_900048045.1.gff L10
GCF_900048045.1.gff L1
GCF_900048045.1.gff L11
GCF_900048045.1.gff S7
GCF_900048045.1.gff S12
GCF_900048045.1.gff L21
GCF_900048045.1.gff L27
GCF_900048045.1.gff S21
GCF_900048045.1.gff L28
GCF_900048045.1.gff L33
GCF_900048045.1.gff S6
GCF_900048045.1.gff S18
GCF_900048045.1.gff L9
GCF_900048045.1.gff S2
GCF_900048045.1.gff S1
GCF_900048045.1.gff L20
GCF_900048045.1.gff L35
GCF_900048045.1.gff L13
GCF_900048045.1.gff S9
GCF_900048045.1.gff S16
GCF_900048045.1.gff L19
GCF_900048045.1.gff L32

GCF_028856405.1.gff L11
GCF_028856405.1.gff L1
GCF_028856405.1.gff L10
GCF_028856405.1.gff L7/L12
GCF_028856405.1.gff L28
GCF_028856405.1.gff L33
GCF_028856405.1.gff L35
GCF_028856405.1.gff L20
GCF_028856405.1.gff S21
GCF_028856405.1.gff S15
GCF_028856405.1.gff L13
GCF_028856405.1.gff S9
GCF_028856405.1.gff L21
GCF_028856405.1.gff L27
GCF_028856405.1.gff S20
GCF_028856405.1.gff S16
GCF_028856405.1.gff L19
GCF_028856405.1.gff S2
GCF_028856405.1.gff L32
GCF_028856405.1.gff L34
GCF_028856405.1.gff L9
GCF_028856405.1.gff S18
GCF_028856405.1.gff S6
GCF_028856405.1.gff L17
GCF_028856405.1.gff S4
GCF_028856405.1.gff S11
GCF_028856405.1.gff S13
GCF_028856405.1.gff L36
GCF_028856405.1.gff L15
GCF_028856405.1.gff L30
GCF_028856405.1.gff S5
GCF_028856405.1.gff L18
GCF_028856405.1.gff L6
GCF_028856405.1.gff S8
GCF_028856405.1.gff S14
GCF_028856405.1.gff L5
GCF_028856405.1.gff L24
GCF_028856405.1.gff L14
GCF_028856405.1.gff S17
GCF_028856405.1.gff L29
GCF_028856405.1.gff L16
GCF_028856405.1.gff S3
GCF_028856405.1.gff L22
GCF_028856405.1.gff S19
GCF_028856405.1.gff L2
GCF_028856405.1.gff L23
GCF_028856405.1.gff L4
GCF_028856405.1.gff L3
GCF_028856405.1.gff S10
GCF_028856405.1.gff S7
GCF_028856405.1.gff S12
GCF_028856405.1.gff S1
GCF_028856405.1.gff L25
GCF_028856405.1.gff L31

GCA_000043285.1.gff l34
GCA_000043285.1.gff L13
GCA_000043285.1.gff S9
GCA_000043285.1.gff S21
GCA_000043285.1.gff S6
GCA_000043285.1.gff S18
GCA_000043285.1.gff L9
GCA_000043285.1.gff L21
GCA_000043285.1.gff L27
GCA_000043285.1.gff S15
GCA_000043285.1.gff S20
GCA_000043285.1.gff S16
GCA_000043285.1.gff L19
GCA_000043285.1.gff S10
GCA_000043285.1.gff L3
GCA_000043285.1.gff L4
GCA_000043285.1.gff L23
GCA_000043285.1.gff L2
GCA_000043285.1.gff S19
GCA_000043285.1.gff L22
GCA_000043285.1.gff S3
GCA_000043285.1.gff L16
GCA_000043285.1.gff L29
GCA_000043285.1.gff S17
GCA_000043285.1.gff L14
GCA_000043285.1.gff L24
GCA_000043285.1.gff L5
GCA_000043285.1.gff S14
GCA_000043285.1.gff S8
GCA_000043285.1.gff L6
GCA_000043285.1.gff L18
GCA_000043285.1.gff S5
GCA_000043285.1.gff L30
GCA_000043285.1.gff L15
GCA_000043285.1.gff L36
GCA_000043285.1.gff S13
GCA_000043285.1.gff S11
GCA_000043285.1.gff S4
GCA_000043285.1.gff L17
GCA_000043285.1.gff S2
GCA_000043285.1.gff L35
GCA_000043285.1.gff L20
GCA_000043285.1.gff S1
GCA_000043285.1.gff L32
GCA_000043285.1.gff L25
GCA_000043285.1.gff L7/L12
GCA_000043285.1.gff L10
GCA_000043285.1.gff L1
GCA_000043285.1.gff L11
GCA_000043285.1.gff S7
GCA_000043285.1.gff S12
GCA_000043285.1.gff L31
GCA_000043285.1.gff L33
GCA_000043285.1.gff L28

GCF_019923565.1.gff S20
GCF_019923565.1.gff S7
GCF_019923565.1.gff S12
GCF_019923565.1.gff L28
GCF_019923565.1.gff S6
GCF_019923565.1.gff S18
GCF_019923565.1.gff L9
GCF_019923565.1.gff L32
GCF_019923565.1.gff S21
GCF_019923565.1.gff L33
GCF_019923565.1.gff L35
GCF_019923565.1.gff L20
GCF_019923565.1.gff L13
GCF_019923565.1.gff S9
GCF_019923565.1.gff L25
GCF_019923565.1.gff S16
GCF_019923565.1.gff L19
GCF_019923565.1.gff L34
GCF_019923565.1.gff L27
GCF_019923565.1.gff L21
GCF_019923565.1.gff S2
GCF_019923565.1.gff S15
GCF_019923565.1.gff L31
GCF_019923565.1.gff S1
GCF_019923565.1.gff S10
GCF_019923565.1.gff L3
GCF_019923565.1.gff L4
GCF_019923565.1.gff L23
GCF_019923565.1.gff L2
GCF_019923565.1.gff S19
GCF_019923565.1.gff L22
GCF_019923565.1.gff S3
GCF_019923565.1.gff L16
GCF_019923565.1.gff L29
GCF_019923565.1.gff S17
GCF_019923565.1.gff L14
GCF_019923565.1.gff L24
GCF_019923565.1.gff L5
GCF_019923565.1.gff S14
GCF_019923565.1.gff S8
GCF_019923565.1.gff L6
GCF_019923565.1.gff L18
GCF_019923565.1.gff S5
GCF_019923565.1.gff L30
GCF_019923565.1.gff L15
GCF_019923565.1.gff L36
GCF_019923565.1.gff S13
GCF_019923565.1.gff S11
GCF_019923565.1.gff S4
GCF_019923565.1.gff L17
GCF_019923565.1.gff L7/L12
GCF_019923565.1.gff L10
GCF_019923565.1.gff L1
GCF_019923565.1.gff L11

GCA_000412755.1.gff S21
GCA_000412755.1.gff L32
GCA_000412755.1.gff S20
GCA_000412755.1.gff L13
GCA_000412755.1.gff S9
GCA_000412755.1.gff S1
GCA_000412755.1.gff S16
GCA_000412755.1.gff L19
GCA_000412755.1.gff S15
GCA_000412755.1.gff L33
GCA_000412755.1.gff L28
GCA_000412755.1.gff S2
GCA_000412755.1.gff L35
GCA_000412755.1.gff L20
GCA_000412755.1.gff S6
GCA_000412755.1.gff S18
GCA_000412755.1.gff L31
GCA_000412755.1.gff L17
GCA_000412755.1.gff S4
GCA_000412755.1.gff S11
GCA_000412755.1.gff S13
GCA_000412755.1.gff L36
GCA_000412755.1.gff L15
GCA_000412755.1.gff L30
GCA_000412755.1.gff S5
GCA_000412755.1.gff L18
GCA_000412755.1.gff L6
GCA_000412755.1.gff S8
GCA_000412755.1.gff S14
GCA_000412755.1.gff L5
GCA_000412755.1.gff L14
GCA_000412755.1.gff S17
GCA_000412755.1.gff L16
GCA_000412755.1.gff S3
GCA_000412755.1.gff L22
GCA_000412755.1.gff S19
GCA_000412755.1.gff L2
GCA_000412755.1.gff L4
GCA_000412755.1.gff L3
GCA_000412755.1.gff S10
GCA_000412755.1.gff S7
GCA_000412755.1.gff S12
GCA_000412755.1.gff L7/L12
GCA_000412755.1.gff L1
GCA_000412755.1.gff L11
GCA_000412755.1.gff L25
GCA_000412755.1.gff L27
GCA_000412755.1.gff L21

GCA_944407095.1.gff S4
GCA_944407095.1.gff L19
GCA_944407095.1.gff S16
GCA_944407095.1.gff L25
GCA_944407095.1.gff L13
GCA_944407095.1.gff S9
GCA_944407095.1.gff S1
GCA_944407095.1.gff S2
GCA_944407095.1.gff S21
GCA_944407095.1.gff L9
GCA_944407095.1.gff S18
GCA_944407095.1.gff S6
GCA_944407095.1.gff L17
GCA_944407095.1.gff S11
GCA_944407095.1.gff S13
GCA_944407095.1.gff L15
GCA_944407095.1.gff L30
GCA_944407095.1.gff S5
GCA_944407095.1.gff L18
GCA_944407095.1.gff L6
GCA_944407095.1.gff S8
GCA_944407095.1.gff S14
GCA_944407095.1.gff L5
GCA_944407095.1.gff L24
GCA_944407095.1.gff L14
GCA_944407095.1.gff S17
GCA_944407095.1.gff L29
GCA_944407095.1.gff L16
GCA_944407095.1.gff S3
GCA_944407095.1.gff L22
GCA_944407095.1.gff S19
GCA_944407095.1.gff L2
GCA_944407095.1.gff L23
GCA_944407095.1.gff L4
GCA_944407095.1.gff L3
GCA_944407095.1.gff S10
GCA_944407095.1.gff S7
GCA_944407095.1.gff S12
GCA_944407095.1.gff S20
GCA_944407095.1.gff L35
GCA_944407095.1.gff L20
GCA_944407095.1.gff S15
GCA_944407095.1.gff L21
GCA_944407095.1.gff L27
GCA_944407095.1.gff L31
GCA_944407095.1.gff L34
GCA_944407095.1.gff L11
GCA_944407095.1.gff L1
GCA_944407095.1.gff L10
GCA_944407095.1.gff L7/L12
GCA_944407095.1.gff L32
GCA_944407095.1.gff L33

